@timestamp	nginx.access.remote_ip_list	Allowed
"July 2nd 2018, 06:49:47.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:47.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:47.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:46.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:45.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:45.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:45.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:44.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:43.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:43.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:42.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:42.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:42.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:41.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:41.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:39.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:39.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:38.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:38.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:36.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:35.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:35.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:35.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:35.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:34.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:34.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:34.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:34.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:33.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:32.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:32.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:32.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:32.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:31.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:30.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:29.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:29.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:29.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:28.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:28.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:27.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:26.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:26.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:25.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:25.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:25.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:24.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:23.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:22.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:21.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:21.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:20.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:19.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:18.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:18.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:18.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:18.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:17.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:16.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:16.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:16.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:15.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:14.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:14.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:14.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:13.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:13.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:13.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:12.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:12.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:11.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:11.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:09.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:09.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:08.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:08.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:06.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:06.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:05.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:05.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:05.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:05.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:04.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:03.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:03.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:02.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:49:02.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:02.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:49:01.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:49:00.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:59.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:59.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:57.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:57.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:57.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:57.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:56.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:56.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:56.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:55.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:54.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:54.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:54.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:54.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:53.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:52.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:51.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:50.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:50.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:50.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:50.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:50.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:49.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:49.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:48.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:47.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:47.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:46.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:45.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:44.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:43.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:43.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:42.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:41.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:40.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:40.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:39.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:39.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:38.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:38.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:38.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:37.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:37.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:37.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:36.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:36.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:36.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:35.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:35.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:34.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:33.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:33.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:33.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:32.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:32.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:32.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:31.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:29.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:29.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:29.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:29.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:28.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:28.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:28.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:27.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:26.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:26.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:25.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:25.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:23.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:23.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:23.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:23.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:22.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:22.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:21.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:20.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:20.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:20.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:19.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:19.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:18.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:17.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:17.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:17.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:16.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:15.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:14.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:13.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:13.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:12.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:11.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:11.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:10.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:10.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:10.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:10.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:10.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:10.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:08.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:08.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:07.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:07.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:05.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:05.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:05.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:05.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:04.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:04.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:04.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:48:04.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:03.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:03.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:01.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:01.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:48:01.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:01.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:01.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:48:01.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:58.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:58.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:58.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:58.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:57.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:57.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:55.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:54.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:54.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:54.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:52.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:51.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:51.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:51.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:49.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:48.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:48.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:48.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:48.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:47.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:46.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:45.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:45.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:45.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:45.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:44.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:44.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:44.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:44.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:43.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:43.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:43.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:42.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:42.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:40.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:40.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:40.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:40.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:40.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:40.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:39.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:39.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:37.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:37.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:36.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:36.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:34.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:33.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:33.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:33.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:33.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:32.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:30.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:30.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:30.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:30.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:27.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:27.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:27.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:27.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:26.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:26.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:25.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:24.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:24.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:23.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:23.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:21.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:21.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:20.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:20.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:20.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:19.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:18.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:18.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:18.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:18.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:17.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:17.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:17.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:17.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:17.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:17.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:17.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:16.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:16.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:15.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:15.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:14.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:14.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:13.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:13.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:13.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:12.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:12.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:12.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:12.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:12.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:12.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:11.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:11.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:10.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:10.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:09.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:09.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:09.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:09.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:09.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:08.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:06.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:06.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:06.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:04.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:03.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:47:03.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:03.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:03.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:02.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:47:01.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:47:00.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:46:59.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:59.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:59.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:46:59.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:59.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:59.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:58.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:57.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:57.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:57.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:46:57.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:56.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:56.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:56.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:56.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:56.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:56.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:55.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:46:55.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:55.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:55.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:55.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:55.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:55.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:55.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:46:54.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:46:53.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:52.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:52.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:46:51.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:46:50.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:49.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:48.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:46:48.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:46:48.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:48.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:46:48.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:47.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:46:46.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:46.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:45.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:46:45.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:46:43.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:43.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:43.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:43.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:43.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:46:43.000"	"[""170.248.138.47""]"	yes
"July 2nd 2018, 06:46:42.000"	"[""34.206.40.30""]"	no
"July 2nd 2018, 06:46:41.000"	"[""170.248.139.120""]"	yes
"July 2nd 2018, 06:46:41.000"	"[""34.206.40.30""]"	no
